Tile_ID,Long2,Lat2,Long1,Lat1,Mid_lat,Mid_long,Stop_Signs,Paving_historical,Paving_future,Bus_stop,Collisions_Future,Collisions_Historical,bin,RTTYP_I,RTTYP_M,RTTYP_O,RTTYP_S,RTTYP_U,Collisions_Future_binary,Collisions_Historical_binary,bins_numeric,zip_code
36,-122.514446,37.77963582,-122.5133059,37.77873221,37.779184,-122.513876,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
37,-122.514446,37.77873221,-122.5133059,37.77782861,37.77828,-122.513876,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
151,-122.5133059,37.77963582,-122.5121658,37.77873221,37.779184,-122.512736,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
152,-122.5133059,37.77873221,-122.5121658,37.77782861,37.77828,-122.512736,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
153,-122.5133059,37.77782861,-122.5121658,37.776925,37.777377,-122.512736,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
261,-122.5121658,37.78415384,-122.5110257,37.78325024,37.783702,-122.511596,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
262,-122.5121658,37.78325024,-122.5110257,37.78234663,37.782798,-122.511596,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
263,-122.5121658,37.78234663,-122.5110257,37.78144303,37.781895,-122.511596,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
264,-122.5121658,37.78144303,-122.5110257,37.78053942,37.780991,-122.511596,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
265,-122.5121658,37.78053942,-122.5110257,37.77963582,37.780088,-122.511596,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
266,-122.5121658,37.77963582,-122.5110257,37.77873221,37.779184,-122.511596,1.0,0.0,0.0,0.0,5.0,5.0,D,0,1,0,0,0,1,1,1,94121
268,-122.5121658,37.77782861,-122.5110257,37.776925,37.777377,-122.511596,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
269,-122.5121658,37.776925,-122.5110257,37.77602139,37.776473,-122.511596,0.0,0.0,0.0,0.0,0.0,2.0,A,0,1,0,0,0,0,1,0,94121
270,-122.5121658,37.77602139,-122.5110257,37.77511779,37.77557,-122.511596,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
271,-122.5121658,37.77511779,-122.5110257,37.77421418,37.774666,-122.511596,4.0,0.0,0.0,0.0,1.0,3.0,B,0,1,0,0,0,1,1,2,94121
272,-122.5121658,37.77421418,-122.5110257,37.77331058,37.773762,-122.511596,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
273,-122.5121658,37.77331058,-122.5110257,37.77240697,37.772859,-122.511596,0.0,0.0,0.0,0.0,0.0,1.0,A,0,1,0,0,0,0,1,0,94121
274,-122.5121658,37.77240697,-122.5110257,37.77150337,37.771955,-122.511596,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
275,-122.5121658,37.77150337,-122.5110257,37.77059976,37.771052,-122.511596,0.0,0.0,0.0,0.0,1.0,0.0,B,0,1,0,0,0,1,0,2,94121
276,-122.5121658,37.77059976,-122.5110257,37.76969616,37.770148,-122.511596,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
376,-122.5110257,37.78415384,-122.5098855,37.78325024,37.783702,-122.510456,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
378,-122.5110257,37.78234663,-122.5098855,37.78144303,37.781895,-122.510456,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
379,-122.5110257,37.78144303,-122.5098855,37.78053942,37.780991,-122.510456,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
380,-122.5110257,37.78053942,-122.5098855,37.77963582,37.780088,-122.510456,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
381,-122.5110257,37.77963582,-122.5098855,37.77873221,37.779184,-122.510456,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
385,-122.5110257,37.77602139,-122.5098855,37.77511779,37.77557,-122.510456,4.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
386,-122.5110257,37.77511779,-122.5098855,37.77421418,37.774666,-122.510456,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
387,-122.5110257,37.77421418,-122.5098855,37.77331058,37.773762,-122.510456,0.0,0.0,0.0,1.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
388,-122.5110257,37.77331058,-122.5098855,37.77240697,37.772859,-122.510456,1.0,0.0,0.0,2.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
389,-122.5110257,37.77240697,-122.5098855,37.77150337,37.771955,-122.510456,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
390,-122.5110257,37.77150337,-122.5098855,37.77059976,37.771052,-122.510456,0.0,0.0,0.0,1.0,1.0,1.0,B,0,1,0,0,0,1,1,2,94121
391,-122.5110257,37.77059976,-122.5098855,37.76969616,37.770148,-122.510456,0.0,0.0,0.0,0.0,2.0,4.0,B,0,1,0,0,0,1,1,2,94121
392,-122.5110257,37.76969616,-122.5098855,37.76879255,37.769244,-122.510456,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
393,-122.5110257,37.76879255,-122.5098855,37.76788895,37.768341,-122.510456,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
394,-122.5110257,37.76788895,-122.5098855,37.76698534,37.767437,-122.510456,0.0,0.0,0.0,2.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
395,-122.5110257,37.76698534,-122.5098855,37.76608174,37.766534,-122.510456,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
396,-122.5110257,37.76608174,-122.5098855,37.76517813,37.76563,-122.510456,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
397,-122.5110257,37.76517813,-122.5098855,37.76427453,37.764726,-122.510456,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
398,-122.5110257,37.76427453,-122.5098855,37.76337092,37.763823,-122.510456,0.0,0.0,0.0,1.0,1.0,1.0,B,0,1,0,0,0,1,1,2,94121
399,-122.5110257,37.76337092,-122.5098855,37.76246732,37.762919,-122.510456,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
400,-122.5110257,37.76246732,-122.5098855,37.76156371,37.762016,-122.510456,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
401,-122.5110257,37.76156371,-122.5098855,37.76066011,37.761112,-122.510456,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
402,-122.5110257,37.76066011,-122.5098855,37.7597565,37.760208,-122.510456,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
490,-122.5098855,37.78505745,-122.5087454,37.78415384,37.784606,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
491,-122.5098855,37.78415384,-122.5087454,37.78325024,37.783702,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
492,-122.5098855,37.78325024,-122.5087454,37.78234663,37.782798,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
493,-122.5098855,37.78234663,-122.5087454,37.78144303,37.781895,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
494,-122.5098855,37.78144303,-122.5087454,37.78053942,37.780991,-122.509315,3.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
495,-122.5098855,37.78053942,-122.5087454,37.77963582,37.780088,-122.509315,0.0,0.0,0.0,0.0,2.0,0.0,B,0,1,0,0,0,1,0,2,94121
496,-122.5098855,37.77963582,-122.5087454,37.77873221,37.779184,-122.509315,1.0,1.0,0.0,1.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
497,-122.5098855,37.77873221,-122.5087454,37.77782861,37.77828,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
498,-122.5098855,37.77782861,-122.5087454,37.776925,37.777377,-122.509315,3.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
499,-122.5098855,37.776925,-122.5087454,37.77602139,37.776473,-122.509315,0.0,0.0,0.0,0.0,1.0,0.0,B,0,1,0,0,0,1,0,2,94121
500,-122.5098855,37.77602139,-122.5087454,37.77511779,37.77557,-122.509315,5.0,0.0,0.0,0.0,1.0,0.0,B,0,1,0,0,0,1,0,2,94121
501,-122.5098855,37.77511779,-122.5087454,37.77421418,37.774666,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
502,-122.5098855,37.77421418,-122.5087454,37.77331058,37.773762,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
503,-122.5098855,37.77331058,-122.5087454,37.77240697,37.772859,-122.509315,2.0,0.0,0.0,1.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
504,-122.5098855,37.77240697,-122.5087454,37.77150337,37.771955,-122.509315,0.0,0.0,0.0,1.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
505,-122.5098855,37.77150337,-122.5087454,37.77059976,37.771052,-122.509315,1.0,0.0,0.0,1.0,1.0,0.0,B,0,1,0,0,0,1,0,2,94121
506,-122.5098855,37.77059976,-122.5087454,37.76969616,37.770148,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
507,-122.5098855,37.76969616,-122.5087454,37.76879255,37.769244,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
512,-122.5098855,37.76517813,-122.5087454,37.76427453,37.764726,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
513,-122.5098855,37.76427453,-122.5087454,37.76337092,37.763823,-122.509315,5.0,0.0,0.0,1.0,4.0,2.0,C,0,1,0,0,0,1,1,3,94121
514,-122.5098855,37.76337092,-122.5087454,37.76246732,37.762919,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
515,-122.5098855,37.76246732,-122.5087454,37.76156371,37.762016,-122.509315,5.0,0.0,0.0,0.0,1.0,0.0,B,0,1,0,0,0,1,0,2,94121
516,-122.5098855,37.76156371,-122.5087454,37.76066011,37.761112,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
517,-122.5098855,37.76066011,-122.5087454,37.7597565,37.760208,-122.509315,5.0,0.0,0.0,1.0,4.0,1.0,C,0,1,0,0,0,1,1,3,94121
518,-122.5098855,37.7597565,-122.5087454,37.75885289,37.759305,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
519,-122.5098855,37.75885289,-122.5087454,37.75794929,37.758401,-122.509315,3.0,0.0,0.0,0.0,0.0,2.0,A,0,1,0,0,0,0,1,0,94121
520,-122.5098855,37.75794929,-122.5087454,37.75704568,37.757497,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
521,-122.5098855,37.75704568,-122.5087454,37.75614208,37.756594,-122.509315,3.0,0.0,0.0,0.0,0.0,1.0,A,0,1,0,0,0,0,1,0,94121
522,-122.5098855,37.75614208,-122.5087454,37.75523847,37.75569,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
523,-122.5098855,37.75523847,-122.5087454,37.75433487,37.754787,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
524,-122.5098855,37.75433487,-122.5087454,37.75343126,37.753883,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
525,-122.5098855,37.75343126,-122.5087454,37.75252766,37.752979,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
526,-122.5098855,37.75252766,-122.5087454,37.75162405,37.752076,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
527,-122.5098855,37.75162405,-122.5087454,37.75072045,37.751172,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
530,-122.5098855,37.74891324,-122.5087454,37.74800963,37.748461,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94116
605,-122.5087454,37.78505745,-122.5076053,37.78415384,37.784606,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
607,-122.5087454,37.78325024,-122.5076053,37.78234663,37.782798,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
608,-122.5087454,37.78234663,-122.5076053,37.78144303,37.781895,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
609,-122.5087454,37.78144303,-122.5076053,37.78053942,37.780991,-122.508175,0.0,0.0,0.0,0.0,0.0,2.0,A,0,1,0,0,0,0,1,0,94121
610,-122.5087454,37.78053942,-122.5076053,37.77963582,37.780088,-122.508175,1.0,0.0,0.0,0.0,1.0,0.0,B,0,1,0,0,0,1,0,2,94121
611,-122.5087454,37.77963582,-122.5076053,37.77873221,37.779184,-122.508175,2.0,3.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
612,-122.5087454,37.77873221,-122.5076053,37.77782861,37.77828,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
613,-122.5087454,37.77782861,-122.5076053,37.776925,37.777377,-122.508175,2.0,0.0,0.0,0.0,1.0,0.0,B,0,1,0,0,0,1,0,2,94121
614,-122.5087454,37.776925,-122.5076053,37.77602139,37.776473,-122.508175,4.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
615,-122.5087454,37.77602139,-122.5076053,37.77511779,37.77557,-122.508175,4.0,0.0,0.0,0.0,1.0,0.0,B,0,1,0,0,0,1,0,2,94121
616,-122.5087454,37.77511779,-122.5076053,37.77421418,37.774666,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
617,-122.5087454,37.77421418,-122.5076053,37.77331058,37.773762,-122.508175,4.0,0.0,0.0,1.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
618,-122.5087454,37.77331058,-122.5076053,37.77240697,37.772859,-122.508175,0.0,0.0,0.0,1.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
619,-122.5087454,37.77240697,-122.5076053,37.77150337,37.771955,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
620,-122.5087454,37.77150337,-122.5076053,37.77059976,37.771052,-122.508175,0.0,0.0,0.0,0.0,2.0,0.0,B,0,1,0,0,0,1,0,2,94121
621,-122.5087454,37.77059976,-122.5076053,37.76969616,37.770148,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
622,-122.5087454,37.76969616,-122.5076053,37.76879255,37.769244,-122.508175,1.0,0.0,0.0,0.0,0.0,3.0,A,0,1,0,0,0,0,1,0,94121
623,-122.5087454,37.76879255,-122.5076053,37.76788895,37.768341,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
626,-122.5087454,37.76608174,-122.5076053,37.76517813,37.76563,-122.508175,0.0,0.0,0.0,0.0,1.0,0.0,B,0,1,0,0,0,1,0,2,94121
627,-122.5087454,37.76517813,-122.5076053,37.76427453,37.764726,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
628,-122.5087454,37.76427453,-122.5076053,37.76337092,37.763823,-122.508175,1.0,0.0,0.0,0.0,1.0,2.0,B,0,1,0,0,0,1,1,2,94121
629,-122.5087454,37.76337092,-122.5076053,37.76246732,37.762919,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
630,-122.5087454,37.76246732,-122.5076053,37.76156371,37.762016,-122.508175,4.0,0.0,0.0,0.0,1.0,0.0,B,0,1,0,0,0,1,0,2,94121
631,-122.5087454,37.76156371,-122.5076053,37.76066011,37.761112,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
632,-122.5087454,37.76066011,-122.5076053,37.7597565,37.760208,-122.508175,4.0,0.0,0.0,2.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
633,-122.5087454,37.7597565,-122.5076053,37.75885289,37.759305,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
634,-122.5087454,37.75885289,-122.5076053,37.75794929,37.758401,-122.508175,2.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
635,-122.5087454,37.75794929,-122.5076053,37.75704568,37.757497,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
636,-122.5087454,37.75704568,-122.5076053,37.75614208,37.756594,-122.508175,4.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
637,-122.5087454,37.75614208,-122.5076053,37.75523847,37.75569,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
638,-122.5087454,37.75523847,-122.5076053,37.75433487,37.754787,-122.508175,7.0,0.0,0.0,0.0,0.0,1.0,A,0,1,0,0,0,0,1,0,94121
639,-122.5087454,37.75433487,-122.5076053,37.75343126,37.753883,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
640,-122.5087454,37.75343126,-122.5076053,37.75252766,37.752979,-122.508175,3.0,0.0,0.0,1.0,2.0,0.0,B,0,1,0,0,0,1,0,2,94121
641,-122.5087454,37.75252766,-122.5076053,37.75162405,37.752076,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
642,-122.5087454,37.75162405,-122.5076053,37.75072045,37.751172,-122.508175,3.0,0.0,0.0,0.0,2.0,0.0,B,0,1,0,0,0,1,0,2,94121
643,-122.5087454,37.75072045,-122.5076053,37.74981684,37.750269,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94122
644,-122.5087454,37.74981684,-122.5076053,37.74891324,37.749365,-122.508175,3.0,0.0,0.0,0.0,1.0,0.0,B,0,1,0,0,0,1,0,2,94116
645,-122.5087454,37.74891324,-122.5076053,37.74800963,37.748461,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94116
646,-122.5087454,37.74800963,-122.5076053,37.74710603,37.747558,-122.508175,3.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94116
647,-122.5087454,37.74710603,-122.5076053,37.74620242,37.746654,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94116
648,-122.5087454,37.74620242,-122.5076053,37.74529882,37.745751,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94116
649,-122.5087454,37.74529882,-122.5076053,37.74439521,37.744847,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94116
650,-122.5087454,37.74439521,-122.5076053,37.74349161,37.743943,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94116
651,-122.5087454,37.74349161,-122.5076053,37.742588,37.74304,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94116
652,-122.5087454,37.742588,-122.5076053,37.74168439,37.742136,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94116
719,-122.5076053,37.78596105,-122.5064652,37.78505745,37.785509,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
720,-122.5076053,37.78505745,-122.5064652,37.78415384,37.784606,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
721,-122.5076053,37.78415384,-122.5064652,37.78325024,37.783702,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
722,-122.5076053,37.78325024,-122.5064652,37.78234663,37.782798,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
723,-122.5076053,37.78234663,-122.5064652,37.78144303,37.781895,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
724,-122.5076053,37.78144303,-122.5064652,37.78053942,37.780991,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
725,-122.5076053,37.78053942,-122.5064652,37.77963582,37.780088,-122.507035,1.0,0.0,0.0,1.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
726,-122.5076053,37.77963582,-122.5064652,37.77873221,37.779184,-122.507035,4.0,3.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
727,-122.5076053,37.77873221,-122.5064652,37.77782861,37.77828,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
728,-122.5076053,37.77782861,-122.5064652,37.776925,37.777377,-122.507035,2.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
729,-122.5076053,37.776925,-122.5064652,37.77602139,37.776473,-122.507035,1.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
730,-122.5076053,37.77602139,-122.5064652,37.77511779,37.77557,-122.507035,2.0,0.0,0.0,0.0,1.0,1.0,B,0,1,0,0,0,1,1,2,94121
731,-122.5076053,37.77511779,-122.5064652,37.77421418,37.774666,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
732,-122.5076053,37.77421418,-122.5064652,37.77331058,37.773762,-122.507035,2.0,0.0,0.0,0.0,1.0,1.0,B,0,1,0,0,0,1,1,2,94121
733,-122.5076053,37.77331058,-122.5064652,37.77240697,37.772859,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
734,-122.5076053,37.77240697,-122.5064652,37.77150337,37.771955,-122.507035,1.0,0.0,0.0,1.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
735,-122.5076053,37.77150337,-122.5064652,37.77059976,37.771052,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
737,-122.5076053,37.76969616,-122.5064652,37.76879255,37.769244,-122.507035,0.0,0.0,0.0,0.0,1.0,0.0,B,0,1,0,0,0,1,0,2,94121
738,-122.5076053,37.76879255,-122.5064652,37.76788895,37.768341,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
739,-122.5076053,37.76788895,-122.5064652,37.76698534,37.767437,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
740,-122.5076053,37.76698534,-122.5064652,37.76608174,37.766534,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
741,-122.5076053,37.76608174,-122.5064652,37.76517813,37.76563,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
742,-122.5076053,37.76517813,-122.5064652,37.76427453,37.764726,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
743,-122.5076053,37.76427453,-122.5064652,37.76337092,37.763823,-122.507035,1.0,0.0,0.0,1.0,1.0,0.0,B,0,1,0,0,0,1,0,2,94121
744,-122.5076053,37.76337092,-122.5064652,37.76246732,37.762919,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
745,-122.5076053,37.76246732,-122.5064652,37.76156371,37.762016,-122.507035,4.0,0.0,0.0,0.0,0.0,1.0,A,0,1,0,0,0,0,1,0,94121
746,-122.5076053,37.76156371,-122.5064652,37.76066011,37.761112,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
747,-122.5076053,37.76066011,-122.5064652,37.7597565,37.760208,-122.507035,2.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
748,-122.5076053,37.7597565,-122.5064652,37.75885289,37.759305,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
749,-122.5076053,37.75885289,-122.5064652,37.75794929,37.758401,-122.507035,2.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
750,-122.5076053,37.75794929,-122.5064652,37.75704568,37.757497,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
751,-122.5076053,37.75704568,-122.5064652,37.75614208,37.756594,-122.507035,4.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
752,-122.5076053,37.75614208,-122.5064652,37.75523847,37.75569,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
753,-122.5076053,37.75523847,-122.5064652,37.75433487,37.754787,-122.507035,4.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
754,-122.5076053,37.75433487,-122.5064652,37.75343126,37.753883,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
755,-122.5076053,37.75343126,-122.5064652,37.75252766,37.752979,-122.507035,4.0,0.0,0.0,0.0,1.0,1.0,B,0,1,0,0,0,1,1,2,94121
756,-122.5076053,37.75252766,-122.5064652,37.75162405,37.752076,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94121
757,-122.5076053,37.75162405,-122.5064652,37.75072045,37.751172,-122.507035,4.0,0.0,0.0,1.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94122
758,-122.5076053,37.75072045,-122.5064652,37.74981684,37.750269,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94122
759,-122.5076053,37.74981684,-122.5064652,37.74891324,37.749365,-122.507035,2.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94116
760,-122.5076053,37.74891324,-122.5064652,37.74800963,37.748461,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,A,0,1,0,0,0,0,0,0,94116
