Tile_ID,Long2,Lat2,Long1,Lat1,Mid_lat,Mid_long,Stop_Signs,Paving_historical,Paving_future,Bus_stop,Collisions_Future,Collisions_Historical,RTTYP_I,RTTYP_M,RTTYP_O,RTTYP_S,RTTYP_U,bin
2723,-122.4882233,37.74168439,-122.4870832,37.74078079,37.741233,-122.487653,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2724,-122.4882233,37.74078079,-122.4870832,37.73987718,37.740329,-122.487653,4.0,0.0,2.0,2.0,0.0,1.0,0,1,0,0,0,1
2725,-122.4882233,37.73987718,-122.4870832,37.73897358,37.739425,-122.487653,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2726,-122.4882233,37.73897358,-122.4870832,37.73806997,37.738522,-122.487653,4.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,1
2727,-122.4882233,37.73806997,-122.4870832,37.73716637,37.737618,-122.487653,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2728,-122.4882233,37.73716637,-122.4870832,37.73626276,37.736715,-122.487653,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2730,-122.4882233,37.73535916,-122.4870832,37.73445555,37.734907,-122.487653,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2731,-122.4882233,37.73445555,-122.4870832,37.73355195,37.734004,-122.487653,2.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2732,-122.4882233,37.73355195,-122.4870832,37.73264834,37.7331,-122.487653,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2733,-122.4882233,37.73264834,-122.4870832,37.73174474,37.732197,-122.487653,4.0,0.0,0.0,0.0,0.0,2.0,0,1,0,0,0,1
2734,-122.4882233,37.73174474,-122.4870832,37.73084113,37.731293,-122.487653,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2735,-122.4882233,37.73084113,-122.4870832,37.72993753,37.730389,-122.487653,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2736,-122.4882233,37.72993753,-122.4870832,37.72903392,37.729486,-122.487653,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2757,-122.4882233,37.71096182,-122.4870832,37.71005821,37.71051,-122.487653,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2758,-122.4882233,37.71005821,-122.4870832,37.70915461,37.709606,-122.487653,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2759,-122.4882233,37.70915461,-122.4870832,37.708251,37.708703,-122.487653,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2785,-122.4870832,37.78957547,-122.4859431,37.78867187,37.789124,-122.486513,3.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2786,-122.4870832,37.78867187,-122.4859431,37.78776826,37.78822,-122.486513,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2787,-122.4870832,37.78776826,-122.4859431,37.78686466,37.787316,-122.486513,4.0,0.0,3.0,0.0,1.0,0.0,0,1,0,0,0,2
2788,-122.4870832,37.78686466,-122.4859431,37.78596105,37.786413,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2789,-122.4870832,37.78596105,-122.4859431,37.78505745,37.785509,-122.486513,2.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2790,-122.4870832,37.78505745,-122.4859431,37.78415384,37.784606,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2791,-122.4870832,37.78415384,-122.4859431,37.78325024,37.783702,-122.486513,2.0,1.0,0.0,0.0,2.0,1.0,0,1,0,0,0,2
2792,-122.4870832,37.78325024,-122.4859431,37.78234663,37.782798,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2793,-122.4870832,37.78234663,-122.4859431,37.78144303,37.781895,-122.486513,6.0,0.0,0.0,0.0,3.0,2.0,0,1,0,0,0,3
2794,-122.4870832,37.78144303,-122.4859431,37.78053942,37.780991,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2795,-122.4870832,37.78053942,-122.4859431,37.77963582,37.780088,-122.486513,0.0,0.0,0.0,0.0,1.0,3.0,0,1,0,0,0,2
2796,-122.4870832,37.77963582,-122.4859431,37.77873221,37.779184,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2797,-122.4870832,37.77873221,-122.4859431,37.77782861,37.77828,-122.486513,4.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,1
2798,-122.4870832,37.77782861,-122.4859431,37.776925,37.777377,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2799,-122.4870832,37.776925,-122.4859431,37.77602139,37.776473,-122.486513,4.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,2
2800,-122.4870832,37.77602139,-122.4859431,37.77511779,37.77557,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2801,-122.4870832,37.77511779,-122.4859431,37.77421418,37.774666,-122.486513,4.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,1
2802,-122.4870832,37.77421418,-122.4859431,37.77331058,37.773762,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2803,-122.4870832,37.77331058,-122.4859431,37.77240697,37.772859,-122.486513,1.0,0.0,0.0,0.0,2.0,3.0,0,1,0,0,0,2
2805,-122.4870832,37.77150337,-122.4859431,37.77059976,37.771052,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2806,-122.4870832,37.77059976,-122.4859431,37.76969616,37.770148,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2808,-122.4870832,37.76879255,-122.4859431,37.76788895,37.768341,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2810,-122.4870832,37.76698534,-122.4859431,37.76608174,37.766534,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2812,-122.4870832,37.76517813,-122.4859431,37.76427453,37.764726,-122.486513,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0,0,0,1
2813,-122.4870832,37.76427453,-122.4859431,37.76337092,37.763823,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2814,-122.4870832,37.76337092,-122.4859431,37.76246732,37.762919,-122.486513,4.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,2
2815,-122.4870832,37.76246732,-122.4859431,37.76156371,37.762016,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2816,-122.4870832,37.76156371,-122.4859431,37.76066011,37.761112,-122.486513,4.0,0.0,0.0,2.0,0.0,0.0,0,1,0,0,0,1
2817,-122.4870832,37.76066011,-122.4859431,37.7597565,37.760208,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2818,-122.4870832,37.7597565,-122.4859431,37.75885289,37.759305,-122.486513,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2819,-122.4870832,37.75885289,-122.4859431,37.75794929,37.758401,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2820,-122.4870832,37.75794929,-122.4859431,37.75704568,37.757497,-122.486513,4.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0,0,2
2821,-122.4870832,37.75704568,-122.4859431,37.75614208,37.756594,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2822,-122.4870832,37.75614208,-122.4859431,37.75523847,37.75569,-122.486513,4.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,2
2823,-122.4870832,37.75523847,-122.4859431,37.75433487,37.754787,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2824,-122.4870832,37.75433487,-122.4859431,37.75343126,37.753883,-122.486513,4.0,0.0,0.0,1.0,3.0,1.0,0,1,0,0,0,3
2825,-122.4870832,37.75343126,-122.4859431,37.75252766,37.752979,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2826,-122.4870832,37.75252766,-122.4859431,37.75162405,37.752076,-122.486513,6.0,0.0,1.0,0.0,1.0,2.0,0,1,0,0,0,2
2827,-122.4870832,37.75162405,-122.4859431,37.75072045,37.751172,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2828,-122.4870832,37.75072045,-122.4859431,37.74981684,37.750269,-122.486513,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1
2829,-122.4870832,37.74981684,-122.4859431,37.74891324,37.749365,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2830,-122.4870832,37.74891324,-122.4859431,37.74800963,37.748461,-122.486513,2.0,0.0,0.0,2.0,0.0,0.0,0,1,0,0,0,1
2831,-122.4870832,37.74800963,-122.4859431,37.74710603,37.747558,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2832,-122.4870832,37.74710603,-122.4859431,37.74620242,37.746654,-122.486513,2.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2833,-122.4870832,37.74620242,-122.4859431,37.74529882,37.745751,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2834,-122.4870832,37.74529882,-122.4859431,37.74439521,37.744847,-122.486513,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2835,-122.4870832,37.74439521,-122.4859431,37.74349161,37.743943,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2836,-122.4870832,37.74349161,-122.4859431,37.742588,37.74304,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2837,-122.4870832,37.742588,-122.4859431,37.74168439,37.742136,-122.486513,2.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0,0,2
2838,-122.4870832,37.74168439,-122.4859431,37.74078079,37.741233,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2839,-122.4870832,37.74078079,-122.4859431,37.73987718,37.740329,-122.486513,2.0,0.0,2.0,0.0,0.0,0.0,0,1,0,0,0,1
2840,-122.4870832,37.73987718,-122.4859431,37.73897358,37.739425,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2841,-122.4870832,37.73897358,-122.4859431,37.73806997,37.738522,-122.486513,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,1
2843,-122.4870832,37.73716637,-122.4859431,37.73626276,37.736715,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2845,-122.4870832,37.73535916,-122.4859431,37.73445555,37.734907,-122.486513,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2846,-122.4870832,37.73445555,-122.4859431,37.73355195,37.734004,-122.486513,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,1
2847,-122.4870832,37.73355195,-122.4859431,37.73264834,37.7331,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2848,-122.4870832,37.73264834,-122.4859431,37.73174474,37.732197,-122.486513,4.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,1
2849,-122.4870832,37.73174474,-122.4859431,37.73084113,37.731293,-122.486513,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2850,-122.4870832,37.73084113,-122.4859431,37.72993753,37.730389,-122.486513,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2851,-122.4870832,37.72993753,-122.4859431,37.72903392,37.729486,-122.486513,3.0,0.0,0.0,2.0,3.0,1.0,0,1,0,0,0,3
2874,-122.4870832,37.70915461,-122.4859431,37.708251,37.708703,-122.486513,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2899,-122.4859431,37.79047908,-122.484803,37.78957547,37.790027,-122.485373,0.0,0.0,2.0,0.0,0.0,0.0,0,1,0,0,0,1
2900,-122.4859431,37.78957547,-122.484803,37.78867187,37.789124,-122.485373,3.0,0.0,3.0,0.0,0.0,0.0,0,1,0,0,0,1
2901,-122.4859431,37.78867187,-122.484803,37.78776826,37.78822,-122.485373,3.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,2
2902,-122.4859431,37.78776826,-122.484803,37.78686466,37.787316,-122.485373,4.0,0.0,3.0,2.0,1.0,1.0,0,1,0,0,0,2
2903,-122.4859431,37.78686466,-122.484803,37.78596105,37.786413,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2904,-122.4859431,37.78596105,-122.484803,37.78505745,37.785509,-122.485373,0.0,0.0,0.0,2.0,0.0,1.0,0,1,0,0,0,1
2905,-122.4859431,37.78505745,-122.484803,37.78415384,37.784606,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2906,-122.4859431,37.78415384,-122.484803,37.78325024,37.783702,-122.485373,0.0,1.0,0.0,4.0,1.0,4.0,0,1,0,0,0,2
2907,-122.4859431,37.78325024,-122.484803,37.78234663,37.782798,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2908,-122.4859431,37.78234663,-122.484803,37.78144303,37.781895,-122.485373,0.0,0.0,0.0,1.0,1.0,1.0,0,1,0,0,0,2
2909,-122.4859431,37.78144303,-122.484803,37.78053942,37.780991,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2910,-122.4859431,37.78053942,-122.484803,37.77963582,37.780088,-122.485373,0.0,0.0,0.0,2.0,0.0,4.0,0,1,0,0,0,1
2911,-122.4859431,37.77963582,-122.484803,37.77873221,37.779184,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2912,-122.4859431,37.77873221,-122.484803,37.77782861,37.77828,-122.485373,4.0,0.0,3.0,0.0,2.0,1.0,0,1,0,0,0,2
2913,-122.4859431,37.77782861,-122.484803,37.776925,37.777377,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2914,-122.4859431,37.776925,-122.484803,37.77602139,37.776473,-122.485373,2.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2915,-122.4859431,37.77602139,-122.484803,37.77511779,37.77557,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2916,-122.4859431,37.77511779,-122.484803,37.77421418,37.774666,-122.485373,2.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,1
2917,-122.4859431,37.77421418,-122.484803,37.77331058,37.773762,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2918,-122.4859431,37.77331058,-122.484803,37.77240697,37.772859,-122.485373,1.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0,2
2919,-122.4859431,37.77240697,-122.484803,37.77150337,37.771955,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2920,-122.4859431,37.77150337,-122.484803,37.77059976,37.771052,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2921,-122.4859431,37.77059976,-122.484803,37.76969616,37.770148,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2923,-122.4859431,37.76879255,-122.484803,37.76788895,37.768341,-122.485373,1.0,0.0,0.0,0.0,0.0,2.0,0,1,0,0,0,1
2925,-122.4859431,37.76698534,-122.484803,37.76608174,37.766534,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2927,-122.4859431,37.76517813,-122.484803,37.76427453,37.764726,-122.485373,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,1
2928,-122.4859431,37.76427453,-122.484803,37.76337092,37.763823,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2929,-122.4859431,37.76337092,-122.484803,37.76246732,37.762919,-122.485373,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1
2930,-122.4859431,37.76246732,-122.484803,37.76156371,37.762016,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2931,-122.4859431,37.76156371,-122.484803,37.76066011,37.761112,-122.485373,2.0,0.0,0.0,0.0,3.0,0.0,0,1,0,0,0,3
2932,-122.4859431,37.76066011,-122.484803,37.7597565,37.760208,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2933,-122.4859431,37.7597565,-122.484803,37.75885289,37.759305,-122.485373,2.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2934,-122.4859431,37.75885289,-122.484803,37.75794929,37.758401,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2935,-122.4859431,37.75794929,-122.484803,37.75704568,37.757497,-122.485373,2.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2936,-122.4859431,37.75704568,-122.484803,37.75614208,37.756594,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2937,-122.4859431,37.75614208,-122.484803,37.75523847,37.75569,-122.485373,2.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2938,-122.4859431,37.75523847,-122.484803,37.75433487,37.754787,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2939,-122.4859431,37.75433487,-122.484803,37.75343126,37.753883,-122.485373,2.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,1
2940,-122.4859431,37.75343126,-122.484803,37.75252766,37.752979,-122.485373,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2941,-122.4859431,37.75252766,-122.484803,37.75162405,37.752076,-122.485373,0.0,0.0,3.0,0.0,0.0,0.0,0,1,0,0,0,1
2942,-122.4859431,37.75162405,-122.484803,37.75072045,37.751172,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2943,-122.4859431,37.75072045,-122.484803,37.74981684,37.750269,-122.485373,3.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2944,-122.4859431,37.74981684,-122.484803,37.74891324,37.749365,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2945,-122.4859431,37.74891324,-122.484803,37.74800963,37.748461,-122.485373,4.0,0.0,0.0,2.0,0.0,1.0,0,1,0,0,0,1
2946,-122.4859431,37.74800963,-122.484803,37.74710603,37.747558,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2947,-122.4859431,37.74710603,-122.484803,37.74620242,37.746654,-122.485373,2.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,1
2948,-122.4859431,37.74620242,-122.484803,37.74529882,37.745751,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2949,-122.4859431,37.74529882,-122.484803,37.74439521,37.744847,-122.485373,4.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,1
2950,-122.4859431,37.74439521,-122.484803,37.74349161,37.743943,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2951,-122.4859431,37.74349161,-122.484803,37.742588,37.74304,-122.485373,4.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,1
2952,-122.4859431,37.742588,-122.484803,37.74168439,37.742136,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2953,-122.4859431,37.74168439,-122.484803,37.74078079,37.741233,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2954,-122.4859431,37.74078079,-122.484803,37.73987718,37.740329,-122.485373,4.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,1
2955,-122.4859431,37.73987718,-122.484803,37.73897358,37.739425,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2956,-122.4859431,37.73897358,-122.484803,37.73806997,37.738522,-122.485373,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2957,-122.4859431,37.73806997,-122.484803,37.73716637,37.737618,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2958,-122.4859431,37.73716637,-122.484803,37.73626276,37.736715,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2960,-122.4859431,37.73535916,-122.484803,37.73445555,37.734907,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2961,-122.4859431,37.73445555,-122.484803,37.73355195,37.734004,-122.485373,3.0,0.0,0.0,1.0,1.0,1.0,0,1,0,0,0,2
2962,-122.4859431,37.73355195,-122.484803,37.73264834,37.7331,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2963,-122.4859431,37.73264834,-122.484803,37.73174474,37.732197,-122.485373,2.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,2
2964,-122.4859431,37.73174474,-122.484803,37.73084113,37.731293,-122.485373,3.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,1
2966,-122.4859431,37.72993753,-122.484803,37.72903392,37.729486,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2967,-122.4859431,37.72903392,-122.484803,37.72813032,37.728582,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2971,-122.4859431,37.7254195,-122.484803,37.72451589,37.724968,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2972,-122.4859431,37.72451589,-122.484803,37.72361229,37.724064,-122.485373,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0,0,0,1
2973,-122.4859431,37.72361229,-122.484803,37.72270868,37.72316,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2974,-122.4859431,37.72270868,-122.484803,37.72180508,37.722257,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2975,-122.4859431,37.72180508,-122.484803,37.72090147,37.721353,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2976,-122.4859431,37.72090147,-122.484803,37.71999787,37.72045,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2977,-122.4859431,37.71999787,-122.484803,37.71909426,37.719546,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2978,-122.4859431,37.71909426,-122.484803,37.71819066,37.718642,-122.485373,0.0,0.0,0.0,0.0,2.0,2.0,0,1,0,0,0,2
2979,-122.4859431,37.71819066,-122.484803,37.71728705,37.717739,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2980,-122.4859431,37.71728705,-122.484803,37.71638345,37.716835,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2981,-122.4859431,37.71638345,-122.484803,37.71547984,37.715932,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2982,-122.4859431,37.71547984,-122.484803,37.71457624,37.715028,-122.485373,0.0,0.0,0.0,0.0,4.0,10.0,0,1,0,0,0,3
2983,-122.4859431,37.71457624,-122.484803,37.71367263,37.714124,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2984,-122.4859431,37.71367263,-122.484803,37.71276903,37.713221,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2985,-122.4859431,37.71276903,-122.484803,37.71186542,37.712317,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2986,-122.4859431,37.71186542,-122.484803,37.71096182,37.711414,-122.485373,0.0,0.0,0.0,2.0,1.0,1.0,0,1,0,0,0,2
2987,-122.4859431,37.71096182,-122.484803,37.71005821,37.71051,-122.485373,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
2988,-122.4859431,37.71005821,-122.484803,37.70915461,37.709606,-122.485373,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,1
2989,-122.4859431,37.70915461,-122.484803,37.708251,37.708703,-122.485373,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,1
3012,-122.484803,37.79228629,-122.4836629,37.79138268,37.791834,-122.484233,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
3013,-122.484803,37.79138268,-122.4836629,37.79047908,37.790931,-122.484233,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
3014,-122.484803,37.79047908,-122.4836629,37.78957547,37.790027,-122.484233,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
3015,-122.484803,37.78957547,-122.4836629,37.78867187,37.789124,-122.484233,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
3016,-122.484803,37.78867187,-122.4836629,37.78776826,37.78822,-122.484233,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
3017,-122.484803,37.78776826,-122.4836629,37.78686466,37.787316,-122.484233,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,1
3018,-122.484803,37.78686466,-122.4836629,37.78596105,37.786413,-122.484233,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
3019,-122.484803,37.78596105,-122.4836629,37.78505745,37.785509,-122.484233,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
3020,-122.484803,37.78505745,-122.4836629,37.78415384,37.784606,-122.484233,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
3021,-122.484803,37.78415384,-122.4836629,37.78325024,37.783702,-122.484233,2.0,3.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
3022,-122.484803,37.78325024,-122.4836629,37.78234663,37.782798,-122.484233,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
3023,-122.484803,37.78234663,-122.4836629,37.78144303,37.781895,-122.484233,2.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,1
3024,-122.484803,37.78144303,-122.4836629,37.78053942,37.780991,-122.484233,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
3025,-122.484803,37.78053942,-122.4836629,37.77963582,37.780088,-122.484233,0.0,0.0,0.0,2.0,3.0,3.0,0,1,0,0,0,3
3026,-122.484803,37.77963582,-122.4836629,37.77873221,37.779184,-122.484233,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
3027,-122.484803,37.77873221,-122.4836629,37.77782861,37.77828,-122.484233,0.0,0.0,3.0,0.0,1.0,1.0,0,1,0,0,0,2
3028,-122.484803,37.77782861,-122.4836629,37.776925,37.777377,-122.484233,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
3029,-122.484803,37.776925,-122.4836629,37.77602139,37.776473,-122.484233,0.0,0.0,0.0,4.0,2.0,0.0,0,1,0,0,0,2
3030,-122.484803,37.77602139,-122.4836629,37.77511779,37.77557,-122.484233,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
3031,-122.484803,37.77511779,-122.4836629,37.77421418,37.774666,-122.484233,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
3032,-122.484803,37.77421418,-122.4836629,37.77331058,37.773762,-122.484233,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
3033,-122.484803,37.77331058,-122.4836629,37.77240697,37.772859,-122.484233,0.0,0.0,0.0,3.0,3.0,1.0,0,1,0,0,0,3
3034,-122.484803,37.77240697,-122.4836629,37.77150337,37.771955,-122.484233,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,1
