,Tile_ID,Long2,Lat2,Long1,Lat1,Mid_lat,Mid_long,Stop_Signs,Paving_historical,Paving_future,Bus_stop,Collisions_Future,Collisions_Historical,RTTYP
72,523,-122.5098855,37.75523847,-122.5087454,37.75433487,37.754787,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,M
73,524,-122.5098855,37.75433487,-122.5087454,37.75343126,37.753883,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,M
74,525,-122.5098855,37.75343126,-122.5087454,37.75252766,37.752979,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,M
75,526,-122.5098855,37.75252766,-122.5087454,37.75162405,37.752076,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,M
76,527,-122.5098855,37.75162405,-122.5087454,37.75072045,37.751172,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,M
77,530,-122.5098855,37.74891324,-122.5087454,37.74800963,37.748461,-122.509315,0.0,0.0,0.0,0.0,0.0,0.0,M
78,605,-122.5087454,37.78505745,-122.5076053,37.78415384,37.784606,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,M
79,607,-122.5087454,37.78325024,-122.5076053,37.78234663,37.782798,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,M
80,608,-122.5087454,37.78234663,-122.5076053,37.78144303,37.781895,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,M
81,609,-122.5087454,37.78144303,-122.5076053,37.78053942,37.780991,-122.508175,0.0,0.0,0.0,0.0,0.0,2.0,M
82,610,-122.5087454,37.78053942,-122.5076053,37.77963582,37.780088,-122.508175,1.0,0.0,0.0,0.0,1.0,0.0,M
83,611,-122.5087454,37.77963582,-122.5076053,37.77873221,37.779184,-122.508175,2.0,3.0,0.0,0.0,0.0,0.0,M
84,612,-122.5087454,37.77873221,-122.5076053,37.77782861,37.77828,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,M
85,613,-122.5087454,37.77782861,-122.5076053,37.776925,37.777377,-122.508175,2.0,0.0,0.0,0.0,1.0,0.0,M
86,614,-122.5087454,37.776925,-122.5076053,37.77602139,37.776473,-122.508175,4.0,0.0,0.0,0.0,0.0,0.0,M
87,615,-122.5087454,37.77602139,-122.5076053,37.77511779,37.77557,-122.508175,4.0,0.0,0.0,0.0,1.0,0.0,M
88,616,-122.5087454,37.77511779,-122.5076053,37.77421418,37.774666,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,M
89,617,-122.5087454,37.77421418,-122.5076053,37.77331058,37.773762,-122.508175,4.0,0.0,0.0,1.0,0.0,0.0,M
90,618,-122.5087454,37.77331058,-122.5076053,37.77240697,37.772859,-122.508175,0.0,0.0,0.0,1.0,0.0,0.0,M
91,619,-122.5087454,37.77240697,-122.5076053,37.77150337,37.771955,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,M
92,620,-122.5087454,37.77150337,-122.5076053,37.77059976,37.771052,-122.508175,0.0,0.0,0.0,0.0,2.0,0.0,M
93,621,-122.5087454,37.77059976,-122.5076053,37.76969616,37.770148,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,M
94,622,-122.5087454,37.76969616,-122.5076053,37.76879255,37.769244,-122.508175,1.0,0.0,0.0,0.0,0.0,3.0,M
95,623,-122.5087454,37.76879255,-122.5076053,37.76788895,37.768341,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,M
96,626,-122.5087454,37.76608174,-122.5076053,37.76517813,37.76563,-122.508175,0.0,0.0,0.0,0.0,1.0,0.0,M
97,627,-122.5087454,37.76517813,-122.5076053,37.76427453,37.764726,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,M
98,628,-122.5087454,37.76427453,-122.5076053,37.76337092,37.763823,-122.508175,1.0,0.0,0.0,0.0,1.0,2.0,M
99,629,-122.5087454,37.76337092,-122.5076053,37.76246732,37.762919,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,M
100,630,-122.5087454,37.76246732,-122.5076053,37.76156371,37.762016,-122.508175,4.0,0.0,0.0,0.0,1.0,0.0,M
101,631,-122.5087454,37.76156371,-122.5076053,37.76066011,37.761112,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,M
102,632,-122.5087454,37.76066011,-122.5076053,37.7597565,37.760208,-122.508175,4.0,0.0,0.0,2.0,0.0,0.0,M
103,633,-122.5087454,37.7597565,-122.5076053,37.75885289,37.759305,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,M
104,634,-122.5087454,37.75885289,-122.5076053,37.75794929,37.758401,-122.508175,2.0,0.0,0.0,0.0,0.0,0.0,M
105,635,-122.5087454,37.75794929,-122.5076053,37.75704568,37.757497,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,M
106,636,-122.5087454,37.75704568,-122.5076053,37.75614208,37.756594,-122.508175,4.0,0.0,0.0,0.0,0.0,0.0,M
107,637,-122.5087454,37.75614208,-122.5076053,37.75523847,37.75569,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,M
108,638,-122.5087454,37.75523847,-122.5076053,37.75433487,37.754787,-122.508175,7.0,0.0,0.0,0.0,0.0,1.0,M
109,639,-122.5087454,37.75433487,-122.5076053,37.75343126,37.753883,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,M
110,640,-122.5087454,37.75343126,-122.5076053,37.75252766,37.752979,-122.508175,3.0,0.0,0.0,1.0,2.0,0.0,M
111,641,-122.5087454,37.75252766,-122.5076053,37.75162405,37.752076,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,M
112,642,-122.5087454,37.75162405,-122.5076053,37.75072045,37.751172,-122.508175,3.0,0.0,0.0,0.0,2.0,0.0,M
113,643,-122.5087454,37.75072045,-122.5076053,37.74981684,37.750269,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,M
114,644,-122.5087454,37.74981684,-122.5076053,37.74891324,37.749365,-122.508175,3.0,0.0,0.0,0.0,1.0,0.0,M
115,645,-122.5087454,37.74891324,-122.5076053,37.74800963,37.748461,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,M
116,646,-122.5087454,37.74800963,-122.5076053,37.74710603,37.747558,-122.508175,3.0,0.0,0.0,0.0,0.0,0.0,M
117,647,-122.5087454,37.74710603,-122.5076053,37.74620242,37.746654,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,M
118,648,-122.5087454,37.74620242,-122.5076053,37.74529882,37.745751,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,M
119,649,-122.5087454,37.74529882,-122.5076053,37.74439521,37.744847,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,M
120,650,-122.5087454,37.74439521,-122.5076053,37.74349161,37.743943,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,M
121,651,-122.5087454,37.74349161,-122.5076053,37.742588,37.74304,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,M
122,652,-122.5087454,37.742588,-122.5076053,37.74168439,37.742136,-122.508175,0.0,0.0,0.0,0.0,0.0,0.0,M
123,719,-122.5076053,37.78596105,-122.5064652,37.78505745,37.785509,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
124,720,-122.5076053,37.78505745,-122.5064652,37.78415384,37.784606,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
125,721,-122.5076053,37.78415384,-122.5064652,37.78325024,37.783702,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
126,722,-122.5076053,37.78325024,-122.5064652,37.78234663,37.782798,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
127,723,-122.5076053,37.78234663,-122.5064652,37.78144303,37.781895,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
128,724,-122.5076053,37.78144303,-122.5064652,37.78053942,37.780991,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
129,725,-122.5076053,37.78053942,-122.5064652,37.77963582,37.780088,-122.507035,1.0,0.0,0.0,1.0,0.0,0.0,M
130,726,-122.5076053,37.77963582,-122.5064652,37.77873221,37.779184,-122.507035,4.0,3.0,0.0,0.0,0.0,0.0,M
131,727,-122.5076053,37.77873221,-122.5064652,37.77782861,37.77828,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
132,728,-122.5076053,37.77782861,-122.5064652,37.776925,37.777377,-122.507035,2.0,0.0,0.0,0.0,0.0,0.0,M
133,729,-122.5076053,37.776925,-122.5064652,37.77602139,37.776473,-122.507035,1.0,0.0,0.0,0.0,0.0,0.0,M
134,730,-122.5076053,37.77602139,-122.5064652,37.77511779,37.77557,-122.507035,2.0,0.0,0.0,0.0,1.0,1.0,M
135,731,-122.5076053,37.77511779,-122.5064652,37.77421418,37.774666,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
136,732,-122.5076053,37.77421418,-122.5064652,37.77331058,37.773762,-122.507035,2.0,0.0,0.0,0.0,1.0,1.0,M
137,733,-122.5076053,37.77331058,-122.5064652,37.77240697,37.772859,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
138,734,-122.5076053,37.77240697,-122.5064652,37.77150337,37.771955,-122.507035,1.0,0.0,0.0,1.0,0.0,0.0,M
139,735,-122.5076053,37.77150337,-122.5064652,37.77059976,37.771052,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
140,737,-122.5076053,37.76969616,-122.5064652,37.76879255,37.769244,-122.507035,0.0,0.0,0.0,0.0,1.0,0.0,M
141,738,-122.5076053,37.76879255,-122.5064652,37.76788895,37.768341,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
142,739,-122.5076053,37.76788895,-122.5064652,37.76698534,37.767437,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
143,740,-122.5076053,37.76698534,-122.5064652,37.76608174,37.766534,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
144,741,-122.5076053,37.76608174,-122.5064652,37.76517813,37.76563,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
145,742,-122.5076053,37.76517813,-122.5064652,37.76427453,37.764726,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
146,743,-122.5076053,37.76427453,-122.5064652,37.76337092,37.763823,-122.507035,1.0,0.0,0.0,1.0,1.0,0.0,M
147,744,-122.5076053,37.76337092,-122.5064652,37.76246732,37.762919,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
148,745,-122.5076053,37.76246732,-122.5064652,37.76156371,37.762016,-122.507035,4.0,0.0,0.0,0.0,0.0,1.0,M
149,746,-122.5076053,37.76156371,-122.5064652,37.76066011,37.761112,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
150,747,-122.5076053,37.76066011,-122.5064652,37.7597565,37.760208,-122.507035,2.0,0.0,0.0,0.0,0.0,0.0,M
151,748,-122.5076053,37.7597565,-122.5064652,37.75885289,37.759305,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
152,749,-122.5076053,37.75885289,-122.5064652,37.75794929,37.758401,-122.507035,2.0,0.0,0.0,0.0,0.0,0.0,M
153,750,-122.5076053,37.75794929,-122.5064652,37.75704568,37.757497,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
154,751,-122.5076053,37.75704568,-122.5064652,37.75614208,37.756594,-122.507035,4.0,0.0,0.0,0.0,0.0,0.0,M
155,752,-122.5076053,37.75614208,-122.5064652,37.75523847,37.75569,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
156,753,-122.5076053,37.75523847,-122.5064652,37.75433487,37.754787,-122.507035,4.0,0.0,0.0,0.0,0.0,0.0,M
157,754,-122.5076053,37.75433487,-122.5064652,37.75343126,37.753883,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
158,755,-122.5076053,37.75343126,-122.5064652,37.75252766,37.752979,-122.507035,4.0,0.0,0.0,0.0,1.0,1.0,M
159,756,-122.5076053,37.75252766,-122.5064652,37.75162405,37.752076,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
160,757,-122.5076053,37.75162405,-122.5064652,37.75072045,37.751172,-122.507035,4.0,0.0,0.0,1.0,0.0,0.0,M
161,758,-122.5076053,37.75072045,-122.5064652,37.74981684,37.750269,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
162,759,-122.5076053,37.74981684,-122.5064652,37.74891324,37.749365,-122.507035,2.0,0.0,0.0,0.0,0.0,0.0,M
163,760,-122.5076053,37.74891324,-122.5064652,37.74800963,37.748461,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
164,761,-122.5076053,37.74800963,-122.5064652,37.74710603,37.747558,-122.507035,2.0,0.0,0.0,1.0,0.0,0.0,M
165,762,-122.5076053,37.74710603,-122.5064652,37.74620242,37.746654,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
166,763,-122.5076053,37.74620242,-122.5064652,37.74529882,37.745751,-122.507035,5.0,0.0,0.0,2.0,1.0,1.0,M
167,764,-122.5076053,37.74529882,-122.5064652,37.74439521,37.744847,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
168,765,-122.5076053,37.74439521,-122.5064652,37.74349161,37.743943,-122.507035,5.0,0.0,0.0,0.0,0.0,1.0,M
169,766,-122.5076053,37.74349161,-122.5064652,37.742588,37.74304,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
170,767,-122.5076053,37.742588,-122.5064652,37.74168439,37.742136,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
171,768,-122.5076053,37.74168439,-122.5064652,37.74078079,37.741233,-122.507035,4.0,0.0,0.0,0.0,1.0,0.0,M
172,769,-122.5076053,37.74078079,-122.5064652,37.73987718,37.740329,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
173,770,-122.5076053,37.73987718,-122.5064652,37.73897358,37.739425,-122.507035,3.0,0.0,0.0,0.0,0.0,0.0,M
174,771,-122.5076053,37.73897358,-122.5064652,37.73806997,37.738522,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
175,772,-122.5076053,37.73806997,-122.5064652,37.73716637,37.737618,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
176,773,-122.5076053,37.73716637,-122.5064652,37.73626276,37.736715,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
177,774,-122.5076053,37.73626276,-122.5064652,37.73535916,37.735811,-122.507035,0.0,0.0,0.0,1.0,1.0,0.0,M
178,775,-122.5076053,37.73535916,-122.5064652,37.73445555,37.734907,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
179,776,-122.5076053,37.73445555,-122.5064652,37.73355195,37.734004,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
180,777,-122.5076053,37.73355195,-122.5064652,37.73264834,37.7331,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
181,778,-122.5076053,37.73264834,-122.5064652,37.73174474,37.732197,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
182,779,-122.5076053,37.73174474,-122.5064652,37.73084113,37.731293,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
183,780,-122.5076053,37.73084113,-122.5064652,37.72993753,37.730389,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
184,781,-122.5076053,37.72993753,-122.5064652,37.72903392,37.729486,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
185,782,-122.5076053,37.72903392,-122.5064652,37.72813032,37.728582,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
186,783,-122.5076053,37.72813032,-122.5064652,37.72722671,37.727679,-122.507035,0.0,0.0,0.0,0.0,0.0,0.0,M
187,832,-122.5064652,37.78776826,-122.5053251,37.78686466,37.787316,-122.505895,0.0,0.0,0.0,0.0,0.0,0.0,M
188,833,-122.5064652,37.78686466,-122.5053251,37.78596105,37.786413,-122.505895,0.0,0.0,0.0,0.0,0.0,0.0,M
189,834,-122.5064652,37.78596105,-122.5053251,37.78505745,37.785509,-122.505895,0.0,0.0,0.0,0.0,0.0,0.0,M
190,836,-122.5064652,37.78415384,-122.5053251,37.78325024,37.783702,-122.505895,0.0,0.0,0.0,0.0,0.0,0.0,M
191,837,-122.5064652,37.78325024,-122.5053251,37.78234663,37.782798,-122.505895,0.0,0.0,0.0,0.0,0.0,0.0,M
192,838,-122.5064652,37.78234663,-122.5053251,37.78144303,37.781895,-122.505895,0.0,0.0,0.0,0.0,0.0,0.0,M
193,839,-122.5064652,37.78144303,-122.5053251,37.78053942,37.780991,-122.505895,3.0,0.0,0.0,0.0,0.0,0.0,M
194,840,-122.5064652,37.78053942,-122.5053251,37.77963582,37.780088,-122.505895,2.0,0.0,0.0,0.0,0.0,0.0,M
195,841,-122.5064652,37.77963582,-122.5053251,37.77873221,37.779184,-122.505895,2.0,3.0,0.0,1.0,0.0,0.0,M
196,842,-122.5064652,37.77873221,-122.5053251,37.77782861,37.77828,-122.505895,0.0,0.0,0.0,0.0,0.0,0.0,M
197,843,-122.5064652,37.77782861,-122.5053251,37.776925,37.777377,-122.505895,2.0,0.0,0.0,0.0,0.0,0.0,M
198,844,-122.5064652,37.776925,-122.5053251,37.77602139,37.776473,-122.505895,0.0,0.0,0.0,0.0,0.0,0.0,M
199,845,-122.5064652,37.77602139,-122.5053251,37.77511779,37.77557,-122.505895,2.0,0.0,0.0,2.0,2.0,0.0,M
200,846,-122.5064652,37.77511779,-122.5053251,37.77421418,37.774666,-122.505895,0.0,0.0,0.0,0.0,0.0,0.0,M
201,847,-122.5064652,37.77421418,-122.5053251,37.77331058,37.773762,-122.505895,4.0,0.0,0.0,2.0,0.0,0.0,M
202,848,-122.5064652,37.77331058,-122.5053251,37.77240697,37.772859,-122.505895,0.0,1.0,0.0,0.0,0.0,0.0,M
203,849,-122.5064652,37.77240697,-122.5053251,37.77150337,37.771955,-122.505895,1.0,0.0,0.0,0.0,3.0,0.0,M
204,855,-122.5064652,37.76698534,-122.5053251,37.76608174,37.766534,-122.505895,3.0,0.0,0.0,0.0,0.0,1.0,M
205,856,-122.5064652,37.76608174,-122.5053251,37.76517813,37.76563,-122.505895,0.0,0.0,0.0,0.0,0.0,0.0,M
