city,year,weathercode,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max
Etna,2017,0,64.32472527472527,42.783241758241765,53.09862637362638,845.0000000000001,579.4,192.08,1327.0,6.050824175824176,22.603846153846153
Etna,2018,0,65.21868131868132,43.223076923076924,53.74945054945056,594.9000000000001,444.0999999999999,111.99999999999999,957.0,5.791208791208791,20.75631868131868
Eureka,2014,3,60.35521978021977,49.936538461538454,54.89258241758241,1046.6000000000001,1046.6000000000001,0.0,1238.0,10.522802197802198,25.85686813186813
Eureka,2015,3,60.08708791208792,49.60357142857143,54.6206043956044,899.0,898.9,0.07,962.0,10.497252747252746,25.948901098901096
Eureka,2016,3,59.35260273972603,49.22438356164384,54.08054794520548,1510.7,1510.7,0.0,1501.0,11.44958904109589,28.617808219178084
Eureka,2017,3,58.81675824175824,48.34505494505494,53.380494505494504,1402.1000000000001,1400.5,1.1199999999999999,1686.0,11.140384615384617,27.56895604395605
Eureka,2018,3,58.623901098901094,48.01648351648352,53.0162087912088,932.3999999999999,927.4000000000001,3.5,1120.0,10.727472527472528,26.698076923076925
Exeter,2014,0,79.47252747252747,55.479395604395606,67.37280219780219,323.5,322.29999999999995,0.84,418.0,5.74945054945055,15.500824175824176
Exeter,2015,1,78.13214285714285,54.923351648351655,66.4010989010989,285.5,285.5,0.0,484.0,5.4387362637362635,14.831043956043956
Exeter,2016,0,77.48547945205479,54.718356164383565,66.02739726027397,436.30000000000007,435.70000000000005,0.42000000000000004,612.0,5.80986301369863,15.43013698630137
Exeter,2017,0,76.7824175824176,55.04972527472527,65.82857142857142,605.4,605.3,0.07,783.0,5.960439560439561,15.385989010989011
Exeter,2018,0,77.60824175824176,54.97994505494505,66.1423076923077,487.3,486.0,0.9099999999999999,608.0,5.558241758241758,14.864285714285716
Fairfield,2014,1,74.82252747252748,52.6543956043956,62.49285714285715,522.5,522.5,0.0,575.0,8.839835164835165,21.426098901098904
Fairfield,2015,1,73.26593406593406,51.8706043956044,61.425824175824175,277.0,277.0,0.0,317.0,8.76346153846154,20.564835164835163
Fairfield,2016,1,71.92109589041095,51.33671232876713,60.642191780821925,599.1,599.1,0.0,696.0,8.845479452054796,21.42054794520548
Fairfield,2017,1,72.71978021978022,51.83708791208792,61.30494505494506,736.8000000000001,736.8000000000001,0.0,693.0,9.214835164835165,21.974175824175827
Fairfield,2018,1,73.42197802197802,51.253846153846155,61.13489010989011,397.5,397.5,0.0,481.0,8.969505494505494,21.44065934065934
Farmersville,2014,0,79.67692307692307,56.238736263736264,67.69725274725275,323.5,322.29999999999995,0.84,418.0,5.74945054945055,15.500824175824176
Farmersville,2015,1,78.22994505494506,55.650549450549455,66.6826923076923,285.5,285.5,0.0,484.0,5.4387362637362635,14.831043956043956
Farmersville,2016,0,77.60164383561643,55.448767123287666,66.3372602739726,436.30000000000007,435.70000000000005,0.42000000000000004,612.0,5.80986301369863,15.43013698630137
Farmersville,2017,0,76.94203296703297,55.72170329670329,66.11840659340659,605.4,605.3,0.07,783.0,5.960439560439561,15.385989010989011
Farmersville,2018,0,77.77637362637363,55.707417582417584,66.46675824175824,487.3,486.0,0.9099999999999999,608.0,5.558241758241758,14.864285714285716
Ferndale,2014,3,61.985989010989016,50.607417582417575,55.60824175824176,1046.6000000000001,1046.6000000000001,0.0,1238.0,10.522802197802198,25.85686813186813
Ferndale,2015,3,61.86538461538461,50.44752747252747,55.48983516483517,899.0,898.9,0.07,962.0,10.497252747252746,25.948901098901096
Ferndale,2016,3,60.81561643835617,49.84301369863014,54.74246575342466,1510.7,1510.7,0.0,1501.0,11.44958904109589,28.617808219178084
Ferndale,2017,3,60.29725274725274,48.6510989010989,53.957417582417584,1402.1000000000001,1400.5,1.1199999999999999,1686.0,11.140384615384617,27.56895604395605
Ferndale,2018,3,60.310989010989005,48.67280219780219,53.784065934065936,932.3999999999999,927.4000000000001,3.5,1120.0,10.727472527472528,26.698076923076925
Fillmore,2014,1,75.50796703296703,55.47857142857142,64.90714285714286,284.90000000000003,284.90000000000003,0.0,280.0,8.876648351648353,19.446978021978023
Fillmore,2015,1,75.20494505494506,55.434065934065934,64.66318681318681,110.30000000000001,110.30000000000001,0.0,221.0,8.786813186813186,19.371703296703295
Fillmore,2016,2,74.08356164383562,54.92301369863014,63.79808219178082,298.80000000000007,298.80000000000007,0.0,340.0,9.217260273972602,19.642739726027397
Fillmore,2017,1,74.71098901098902,55.59972527472527,64.47912087912087,395.79999999999995,395.79999999999995,0.0,443.0,8.854395604395604,19.23489010989011
Fillmore,2018,2,74.15137362637363,54.9260989010989,63.7934065934066,302.80000000000007,302.80000000000007,0.0,318.0,8.725824175824176,19.05054945054945
Firebaugh,2014,0,80.69670329670329,55.73516483516483,67.58104395604394,222.3,222.3,0.0,298.0,8.324175824175825,18.564560439560438
Firebaugh,2015,0,78.60604395604395,54.73736263736263,65.9815934065934,143.3,143.3,0.0,235.0,8.015934065934067,18.089010989010987
Firebaugh,2016,0,78.34438356164384,54.721917808219175,65.96191780821917,365.7,365.7,0.0,452.0,8.413424657534245,18.88931506849315
Firebaugh,2017,0,78.85934065934066,55.591483516483514,66.66648351648351,356.29999999999995,356.29999999999995,0.0,539.0,8.406318681318682,18.910164835164835
Firebaugh,2018,0,79.35467032967033,54.8532967032967,66.44725274725276,309.1,309.1,0.0,428.0,8.263736263736265,18.7978021978022
Folsom,2014,1,76.62197802197802,52.49807692307693,64.05989010989012,755.9000000000001,755.9000000000001,0.0,759.0,7.606043956043956,17.653846153846153
Folsom,2015,1,75.23983516483517,51.075824175824174,62.7760989010989,435.29999999999995,435.09999999999997,0.14,475.0,7.518406593406593,17.33186813186813
Folsom,2016,0,73.96931506849315,51.18904109589041,62.39095890410959,969.0,969.0,0.0,954.0,8.091506849315067,18.368219178082192
Folsom,2017,1,74.25879120879121,51.847527472527474,62.78324175824176,1062.5,1061.8,0.77,1076.0,8.70164835164835,19.442307692307693
Folsom,2018,1,74.92417582417583,50.799175824175826,62.467032967032964,754.7,754.1,0.49000000000000005,715.0,7.815384615384616,17.538736263736265
Fontana,2014,1,79.47225274725275,54.01895604395604,66.22362637362637,333.2,332.9,0.21,386.0,6.614285714285716,18.57554945054945
Fontana,2015,1,78.2684065934066,53.17967032967034,65.23516483516484,268.9,268.9,0.0,513.0,6.604120879120881,18.049725274725276
Fontana,2016,1,77.85013698630137,53.117534246575346,64.91068493150685,383.6,383.6,0.0,513.0,6.685753424657533,18.4572602739726
Fontana,2017,1,78.50274725274726,54.15027472527473,65.86153846153846,380.79999999999995,380.79999999999995,0.0,500.0,6.642857142857143,18.053571428571427
Fontana,2018,1,78.25576923076923,53.87967032967033,65.36291208791208,328.1,328.1,0.0,426.0,6.673076923076923,18.27857142857143
Fort Bragg,2014,3,65.05686813186813,52.34725274725275,57.92857142857143,879.8,879.8,0.0,907.0,10.356593406593406,24.28214285714286
Fort Bragg,2015,3,65.25247252747253,52.19120879120879,57.895879120879115,502.29999999999995,502.29999999999995,0.0,560.0,10.258516483516484,24.37884615384615
Fort Bragg,2016,3,63.79698630136987,51.587671232876716,57.01999999999999,976.7,976.7,0.0,971.0,11.549589041095892,26.879178082191775
Fort Bragg,2017,3,63.981043956043955,50.91813186813187,56.70412087912088,913.3,913.3,0.0,1060.0,11.358241758241757,26.46868131868132
Fort Bragg,2018,3,63.869505494505496,50.84065934065934,56.53379120879121,628.9,628.9,0.0,754.0,11.02142857142857,25.767582417582418
Fort Jones,2014,3,61.19615384615385,52.517857142857146,56.71868131868131,1897.6,1897.6,0.0,1777.0,12.428571428571429,25.904395604395607
Fort Jones,2015,3,61.28983516483517,52.39450549450549,56.692582417582415,1583.1999999999998,1581.3,1.33,1340.0,12.079120879120879,25.43846153846154
Fort Jones,2016,3,60.42438356164383,51.915068493150685,56.11013698630136,2320.1,2320.1,0.0,1911.0,13.307945205479454,28.33123287671233
Fort Jones,2017,3,59.79725274725275,51.06346153846153,55.31016483516484,2281.4,2275.8,3.92,2111.0,12.914285714285713,27.137637362637363
Fort Jones,2018,3,59.788186813186805,50.70686813186813,55.05989010989012,1365.0,1359.6,3.78,1451.0,12.112637362637363,25.34285714285714
Fortuna,2014,3,61.96401098901098,50.58543956043955,55.59010989010988,1046.6000000000001,1046.6000000000001,0.0,1238.0,10.522802197802198,25.85686813186813
Fortuna,2015,3,61.84862637362638,50.42307692307692,55.472527472527474,899.0,898.9,0.07,962.0,10.497252747252746,25.948901098901096
Fortuna,2016,3,60.79506849315069,49.82520547945206,54.72301369863014,1510.7,1510.7,0.0,1501.0,11.44958904109589,28.617808219178084
Fortuna,2017,3,60.274175824175835,48.632967032967024,53.93543956043956,1402.1000000000001,1400.5,1.1199999999999999,1686.0,11.140384615384617,27.56895604395605
Fortuna,2018,3,60.29505494505495,48.650000000000006,53.76565934065934,932.3999999999999,927.4000000000001,3.5,1120.0,10.727472527472528,26.698076923076925
Foster City,2014,3,70.74670329670329,53.25631868131868,60.919230769230765,480.4,480.4,0.0,602.0,9.434615384615384,22.633791208791205
Foster City,2015,3,70.0662087912088,52.39423076923077,60.302472527472524,239.20000000000002,239.20000000000002,0.0,324.0,9.361538461538462,21.811263736263736
Foster City,2016,3,68.82876712328768,52.33342465753424,59.76164383561644,553.5,553.5,0.0,707.0,9.71178082191781,22.79041095890411
Foster City,2017,3,69.44478021978023,52.018406593406596,59.85686813186813,654.1,654.1,0.0,769.0,10.1,23.458241758241755
Foster City,2018,3,68.49917582417582,51.165659340659346,58.9315934065934,378.0,378.0,0.0,569.0,9.618406593406593,22.417857142857144
Fountain Valley,2014,2,73.52032967032967,57.354395604395606,64.95357142857142,227.10000000000002,227.10000000000002,0.0,268.0,9.34065934065934,19.432692307692307
Fountain Valley,2015,1,73.18873626373627,57.0728021978022,64.76565934065934,147.1,147.1,0.0,309.0,9.361813186813187,19.228571428571428
Fountain Valley,2016,3,72.01945205479451,56.653424657534245,63.82246575342465,229.3,229.3,0.0,353.0,9.493698630136986,19.26684931506849
Fountain Valley,2017,3,72.3618131868132,57.18049450549451,64.23434065934066,257.1,257.1,0.0,394.0,9.384065934065935,19.037362637362637
Fountain Valley,2018,3,72.03681318681318,57.0543956043956,63.95714285714286,239.5,239.5,0.0,334.0,9.33434065934066,18.953021978021976
Fowler,2014,0,82.52582417582418,57.33626373626374,69.79642857142858,278.09999999999997,278.09999999999997,0.0,358.0,7.71565934065934,17.61318681318681
Fowler,2015,1,81.09065934065934,56.23461538461539,68.4010989010989,199.5,199.5,0.0,313.0,7.481043956043956,17.096153846153847
Fowler,2016,0,80.2854794520548,56.35260273972602,68.12712328767124,435.3,435.3,0.0,479.0,7.667671232876712,17.697534246575344
Fowler,2017,0,79.21318681318682,56.3065934065934,67.65054945054946,582.9000000000001,582.9000000000001,0.0,688.0,7.634615384615385,17.275824175824177
Fowler,2018,0,80.78956043956045,56.46675824175824,68.37554945054944,423.0,423.0,0.0,486.0,7.499175824175824,17.182142857142853
Fremont,2014,3,72.67142857142858,53.40824175824176,61.6228021978022,480.4,480.4,0.0,602.0,9.434615384615384,22.633791208791205
Fremont,2015,3,71.50164835164834,52.87362637362637,60.89917582417582,239.20000000000002,239.20000000000002,0.0,324.0,9.361538461538462,21.811263736263736
Fremont,2016,3,70.0282191780822,52.35369863013698,60.05424657534246,553.5,553.5,0.0,707.0,9.71178082191781,22.79041095890411
Fremont,2017,3,71.50714285714285,52.65714285714285,60.86868131868132,654.1,654.1,0.0,769.0,10.1,23.458241758241755
Fremont,2018,3,70.70082417582417,51.87472527472527,59.9728021978022,378.0,378.0,0.0,569.0,9.618406593406593,22.417857142857144
Fresno,2014,0,81.9706043956044,56.91153846153846,69.24450549450549,278.09999999999997,278.09999999999997,0.0,358.0,7.71565934065934,17.61318681318681
Fresno,2015,1,80.36593406593406,55.76043956043957,67.75796703296703,199.5,199.5,0.0,313.0,7.481043956043956,17.096153846153847
Fresno,2016,0,79.57479452054794,55.862465753424665,67.45013698630137,435.3,435.3,0.0,479.0,7.667671232876712,17.697534246575344
Fresno,2017,0,78.73489010989012,55.94038461538462,67.16428571428573,582.9000000000001,582.9000000000001,0.0,688.0,7.634615384615385,17.275824175824177
Fresno,2018,0,80.1445054945055,55.942582417582415,67.77087912087913,423.0,423.0,0.0,486.0,7.499175824175824,17.182142857142853
Fullerton,2014,2,79.34615384615384,56.472527472527474,66.83736263736265,227.10000000000002,227.10000000000002,0.0,268.0,9.34065934065934,19.432692307692307
Fullerton,2015,1,78.40934065934066,55.86593406593407,66.20521978021978,147.1,147.1,0.0,309.0,9.361813186813187,19.228571428571428
Fullerton,2016,3,77.60465753424657,55.56958904109588,65.5358904109589,229.3,229.3,0.0,353.0,9.493698630136986,19.26684931506849
Fullerton,2017,3,78.09615384615384,56.32005494505494,66.13653846153846,257.1,257.1,0.0,394.0,9.384065934065935,19.037362637362637
Fullerton,2018,3,77.69478021978023,56.107417582417575,65.69258241758241,239.5,239.5,0.0,334.0,9.33434065934066,18.953021978021976
Galt,2014,1,76.13846153846153,52.40137362637362,63.47417582417582,573.3,573.3,0.0,594.0,7.816208791208792,18.186813186813186
Galt,2015,1,74.70027472527472,51.425549450549454,62.284065934065936,364.9,364.9,0.0,388.0,7.696153846153846,17.526373626373626
Galt,2016,0,73.13561643835617,51.17863013698629,61.62876712328767,756.4000000000001,756.4000000000001,0.0,779.0,8.153424657534247,18.303561643835614
Galt,2017,0,73.6467032967033,51.88956043956045,62.203296703296694,839.6,839.6,0.0,883.0,8.67554945054945,19.302472527472528
Galt,2018,1,74.06950549450549,50.750824175824185,61.685989010989005,596.3,596.3,0.0,656.0,7.882142857142857,17.63186813186813
Garden Grove,2014,2,76.91236263736263,56.24258241758242,65.7346153846154,227.10000000000002,227.10000000000002,0.0,268.0,9.34065934065934,19.432692307692307
Garden Grove,2015,1,76.30164835164835,55.794230769230765,65.35357142857143,147.1,147.1,0.0,309.0,9.361813186813187,19.228571428571428
Garden Grove,2016,3,75.24328767123288,55.496986301369866,64.51561643835616,229.3,229.3,0.0,353.0,9.493698630136986,19.26684931506849
Garden Grove,2017,3,75.71263736263737,56.16456043956045,65.06840659340659,257.1,257.1,0.0,394.0,9.384065934065935,19.037362637362637
Garden Grove,2018,3,75.32142857142857,55.957692307692305,64.68241758241759,239.5,239.5,0.0,334.0,9.33434065934066,18.953021978021976
Gardena,2014,2,76.86346153846155,56.407417582417594,65.87664835164834,227.10000000000002,227.10000000000002,0.0,268.0,9.34065934065934,19.432692307692307
Gardena,2015,1,76.44340659340659,56.084340659340654,65.67197802197802,147.1,147.1,0.0,309.0,9.361813186813187,19.228571428571428
Gardena,2016,3,75.38630136986302,55.620821917808215,64.71287671232876,229.3,229.3,0.0,353.0,9.493698630136986,19.26684931506849
Gardena,2017,3,75.82252747252748,56.23571428571428,65.24038461538461,257.1,257.1,0.0,394.0,9.384065934065935,19.037362637362637
Gardena,2018,3,75.25796703296703,55.96675824175824,64.73846153846154,239.5,239.5,0.0,334.0,9.33434065934066,18.953021978021976
Gilroy,2014,1,71.8892857142857,52.18351648351649,60.8793956043956,456.3,456.3,0.0,543.0,8.108516483516484,18.907967032967033
Gilroy,2015,3,71.39148351648352,51.59395604395605,60.46318681318681,243.40000000000003,243.40000000000003,0.0,329.0,8.230494505494505,18.744505494505493
Gilroy,2016,3,69.82301369863013,51.372054794520544,59.618356164383556,520.4,520.4,0.0,650.0,8.496438356164383,18.95013698630137
Gilroy,2017,1,70.99945054945054,51.504945054945054,60.23983516483517,597.4999999999999,597.4999999999999,0.0,749.0,8.651648351648353,19.449725274725274
Gilroy,2018,3,70.47005494505495,50.918956043956044,59.60576923076923,398.70000000000005,398.70000000000005,0.0,549.0,8.481318681318681,18.706043956043956
Glendale,2014,1,78.9684065934066,54.9010989010989,66.02142857142857,255.79999999999995,255.79999999999995,0.0,255.0,9.058516483516485,20.128571428571426
Glendale,2015,1,78.42115384615386,54.706043956043956,65.76813186813186,110.8,110.8,0.0,236.0,9.129395604395604,19.838461538461537
Glendale,2016,1,77.55424657534248,54.09397260273971,64.83534246575343,250.3,250.3,0.0,278.0,9.392328767123287,20.162739726027397
Glendale,2017,1,78.15961538461538,55.112362637362644,65.71785714285714,274.0,274.0,0.0,350.0,9.187362637362638,19.713186813186812
Glendale,2018,1,77.4489010989011,54.5489010989011,64.90082417582418,265.0,265.0,0.0,316.0,9.046703296703297,19.67664835164835
Glendora,2014,1,79.0629120879121,54.72884615384615,66.06263736263736,260.1,259.6,0.35,298.0,7.6291208791208796,20.45659340659341
Glendora,2015,1,78.24038461538461,54.09478021978023,65.40274725274725,147.2,147.2,0.0,313.0,7.564285714285713,19.75824175824176
Glendora,2016,1,77.42904109589041,53.741917808219185,64.68356164383562,278.2,278.2,0.0,392.0,7.635616438356164,19.983835616438355
Glendora,2017,1,77.83434065934067,54.75137362637363,65.4532967032967,310.40000000000003,310.40000000000003,0.0,438.0,7.632967032967033,19.752197802197802
Glendora,2018,1,77.53901098901098,54.28379120879121,64.90412087912088,266.0,266.0,0.0,353.0,7.557142857142858,19.661263736263734
Goleta,2014,1,73.9065934065934,60.39835164835165,66.99725274725276,291.2,291.2,0.0,265.0,13.241208791208791,21.776923076923076
Goleta,2015,1,73.7837912087912,60.21923076923077,66.85274725274725,119.8,119.8,0.0,190.0,12.81043956043956,20.8239010989011
Goleta,2016,1,72.49753424657534,59.33041095890412,65.72465753424656,352.59999999999997,352.59999999999997,0.0,374.0,13.416438356164383,21.753698630136988
Goleta,2017,1,72.85164835164835,59.89917582417582,66.18241758241759,506.0,506.0,0.0,540.0,13.168131868131868,20.929395604395605
Goleta,2018,1,72.5728021978022,59.41236263736264,65.79642857142856,368.3,368.3,0.0,365.0,13.032967032967033,20.897252747252747
Gonzales,2014,1,81.12554945054946,54.8576923076923,66.42967032967033,456.3,456.3,0.0,543.0,8.108516483516484,18.907967032967033
Gonzales,2015,3,79.39093406593406,53.57802197802198,64.97445054945057,243.40000000000003,243.40000000000003,0.0,329.0,8.230494505494505,18.744505494505493
Gonzales,2016,3,78.06328767123287,53.5545205479452,64.46109589041097,520.4,520.4,0.0,650.0,8.496438356164383,18.95013698630137
Gonzales,2017,1,78.33489010989011,53.75989010989011,64.86098901098902,597.4999999999999,597.4999999999999,0.0,749.0,8.651648351648353,19.449725274725274
Gonzales,2018,3,78.77087912087912,53.199450549450546,64.55412087912089,398.70000000000005,398.70000000000005,0.0,549.0,8.481318681318681,18.706043956043956
Grand Terrace,2014,1,79.75879120879121,54.72857142857142,66.6436813186813,333.2,332.9,0.21,386.0,6.614285714285716,18.57554945054945
Grand Terrace,2015,1,78.44615384615385,53.77307692307693,65.54890109890111,268.9,268.9,0.0,513.0,6.604120879120881,18.049725274725276
Grand Terrace,2016,1,78.16986301369863,53.91561643835617,65.38602739726026,383.6,383.6,0.0,513.0,6.685753424657533,18.4572602739726
Grand Terrace,2017,1,78.78186813186812,54.872527472527466,66.2848901098901,380.79999999999995,380.79999999999995,0.0,500.0,6.642857142857143,18.053571428571427
Grand Terrace,2018,1,78.60934065934066,54.6489010989011,65.8629120879121,328.1,328.1,0.0,426.0,6.673076923076923,18.27857142857143
Grass Valley,2014,1,70.1434065934066,49.07362637362638,59.4271978021978,1346.7,1296.5,35.14,1167.0,8.421978021978022,22.41346153846154
Grass Valley,2015,1,69.76291208791208,48.150549450549455,58.724999999999994,877.5999999999999,818.6,41.440000000000005,742.0,8.292582417582418,21.92912087912088
Grass Valley,2016,0,68.47561643835616,48.0586301369863,58.19972602739726,1882.1999999999998,1808.0,52.080000000000005,1482.0,8.686575342465755,23.22219178082192
Grass Valley,2017,0,69.2337912087912,48.92829670329671,58.88021978021978,2252.8,2082.2,120.47000000000001,1536.0,9.270604395604396,24.571703296703298
Grass Valley,2018,0,69.87445054945054,48.48928571428571,59.033791208791214,1275.1999999999998,1097.3999999999999,124.88000000000001,993.0,8.53489010989011,22.69175824175824
Greenfield,2014,1,79.8510989010989,54.53983516483517,65.95521978021978,484.2,484.2,0.0,546.0,10.550824175824175,20.430494505494508
Greenfield,2015,1,78.22527472527473,53.39725274725274,64.55631868131869,212.7,212.7,0.0,314.0,10.512912087912087,19.63708791208791
Greenfield,2016,1,77.03205479452055,53.13616438356165,64.00821917808219,550.0,550.0,0.0,656.0,10.954794520547946,20.670136986301372
Greenfield,2017,1,77.2032967032967,53.39368131868132,64.33626373626375,745.3000000000001,745.3000000000001,0.0,740.0,11.221153846153847,21.122527472527473
Greenfield,2018,1,77.69285714285714,52.97225274725275,64.18296703296704,429.29999999999995,429.29999999999995,0.0,513.0,11.122527472527473,20.703296703296704
Gridley,2014,1,77.89972527472527,54.289285714285704,65.88434065934067,679.0999999999999,679.0999999999999,0.0,774.0,8.15879120879121,18.763461538461538
Gridley,2015,1,77.31703296703297,53.356593406593404,65.1021978021978,339.2,339.2,0.0,380.0,8.310714285714285,18.48598901098901
Gridley,2016,0,75.41232876712328,53.16109589041097,64.29534246575344,843.1999999999999,843.1999999999999,0.0,906.0,8.6213698630137,19.49342465753425
Gridley,2017,0,76.19093406593407,53.99038461538461,64.91263736263735,842.4000000000001,842.4000000000001,0.0,916.0,9.068406593406593,20.48406593406593
Gridley,2018,1,77.06895604395604,53.17692307692308,64.95989010989011,560.7,560.7,0.0,633.0,8.452747252747253,19.042307692307695
Grover Beach,2014,1,69.07774725274726,54.83296703296703,61.356043956043955,251.3,251.3,0.0,311.0,12.71346153846154,22.451373626373623
Grover Beach,2015,1,69.19093406593407,54.87664835164835,61.41318681318682,117.79999999999998,117.79999999999998,0.0,239.0,12.474450549450552,21.884615384615387
Grover Beach,2016,3,67.57671232876713,54.18136986301369,60.30219178082193,364.4,364.4,0.0,414.0,12.885479452054797,22.6
Grover Beach,2017,3,68.09945054945054,54.575824175824174,60.714560439560444,454.70000000000005,454.70000000000005,0.0,557.0,13.019780219780221,22.448351648351647
Grover Beach,2018,3,67.84395604395604,54.263461538461534,60.481043956043955,324.1,324.1,0.0,396.0,12.915934065934065,22.340384615384615
Guadalupe,2014,1,66.1445054945055,55.52857142857143,60.35961538461539,251.3,251.3,0.0,311.0,12.71346153846154,22.451373626373623
Guadalupe,2015,1,66.45082417582417,55.69120879120879,60.581043956043956,117.79999999999998,117.79999999999998,0.0,239.0,12.474450549450552,21.884615384615387
Guadalupe,2016,3,64.77671232876712,54.73972602739726,59.321917808219176,364.4,364.4,0.0,414.0,12.885479452054797,22.6
Guadalupe,2017,3,65.20714285714286,54.970604395604404,59.57884615384614,454.70000000000005,454.70000000000005,0.0,557.0,13.019780219780221,22.448351648351647
Guadalupe,2018,3,64.91978021978021,54.81868131868132,59.40439560439562,324.1,324.1,0.0,396.0,12.915934065934065,22.340384615384615
Gustine,2014,0,80.72280219780221,55.01318681318681,67.43186813186813,328.70000000000005,328.70000000000005,0.0,351.0,7.48021978021978,17.342582417582417
Gustine,2015,1,78.38324175824175,53.74862637362637,65.65192307692307,163.5,163.5,0.0,203.0,7.2554945054945055,16.379395604395604
Gustine,2016,0,77.94136986301369,53.85287671232877,65.59972602739727,378.2,378.2,0.0,452.0,7.728219178082193,17.585205479452057
Gustine,2017,0,78.1598901098901,54.4129120879121,65.98021978021978,390.79999999999995,390.79999999999995,0.0,496.0,8.079120879120879,18.33489010989011
Gustine,2018,0,78.98434065934067,53.72005494505494,65.93269230769229,280.40000000000003,280.40000000000003,0.0,403.0,7.865109890109889,17.479945054945055
Half Moon Bay,2014,3,66.66895604395604,53.46538461538462,59.12554945054945,480.4,480.4,0.0,602.0,9.434615384615384,22.633791208791205
Half Moon Bay,2015,3,66.13379120879121,53.21043956043955,58.7576923076923,239.20000000000002,239.20000000000002,0.0,324.0,9.361538461538462,21.811263736263736
Half Moon Bay,2016,3,64.5690410958904,52.54657534246575,57.79232876712329,553.5,553.5,0.0,707.0,9.71178082191781,22.79041095890411
Half Moon Bay,2017,3,65.40384615384616,52.36648351648352,57.94313186813188,654.1,654.1,0.0,769.0,10.1,23.458241758241755
Half Moon Bay,2018,3,64.84450549450548,51.994230769230775,57.46126373626374,378.0,378.0,0.0,569.0,9.618406593406593,22.417857142857144
Hanford,2014,0,83.58763736263737,58.45054945054945,70.75082417582418,177.5,177.5,0.0,234.0,7.517582417582417,17.02912087912088
Hanford,2015,1,82.09423076923076,57.53104395604395,69.42445054945055,146.5,146.5,0.0,286.0,7.348626373626374,16.482417582417582
Hanford,2016,0,81.36876712328768,57.55315068493151,69.14575342465754,259.8,259.8,0.0,338.0,7.588219178082191,17.307397260273973
Hanford,2017,0,80.53653846153846,57.72967032967033,68.82087912087913,318.7,318.7,0.0,467.0,7.540384615384615,17.081043956043956
Hanford,2018,0,81.83324175824175,57.8478021978022,69.43956043956044,271.1,271.1,0.0,345.0,7.434615384615384,16.54945054945055
Hawaiian Gardens,2014,2,75.7304945054945,56.856043956043955,65.63049450549451,227.10000000000002,227.10000000000002,0.0,268.0,9.34065934065934,19.432692307692307
Hawaiian Gardens,2015,1,75.38324175824175,56.481318681318676,65.41318681318681,147.1,147.1,0.0,309.0,9.361813186813187,19.228571428571428
Hawaiian Gardens,2016,3,74.18684931506849,56.0813698630137,64.44821917808218,229.3,229.3,0.0,353.0,9.493698630136986,19.26684931506849
Hawaiian Gardens,2017,3,74.51153846153846,56.64780219780221,64.84395604395604,257.1,257.1,0.0,394.0,9.384065934065935,19.037362637362637
Hawaiian Gardens,2018,3,74.10604395604395,56.49010989010989,64.50879120879121,239.5,239.5,0.0,334.0,9.33434065934066,18.953021978021976
Hawthorne,2014,2,76.34835164835165,56.29093406593407,65.6543956043956,227.10000000000002,227.10000000000002,0.0,268.0,9.34065934065934,19.432692307692307
Hawthorne,2015,1,75.99972527472528,56.11840659340659,65.54917582417583,147.1,147.1,0.0,309.0,9.361813186813187,19.228571428571428
Hawthorne,2016,3,74.93890410958903,55.50191780821918,64.52383561643835,229.3,229.3,0.0,353.0,9.493698630136986,19.26684931506849
Hawthorne,2017,3,75.39972527472527,56.14038461538461,65.07225274725275,257.1,257.1,0.0,394.0,9.384065934065935,19.037362637362637
Hawthorne,2018,3,74.78406593406594,55.83186813186813,64.52417582417583,239.5,239.5,0.0,334.0,9.33434065934066,18.953021978021976
Hayward,2014,1,71.87417582417582,52.70247252747253,60.93791208791209,431.79999999999995,431.79999999999995,0.0,518.0,8.931868131868132,21.07857142857143
Hayward,2015,1,70.69093406593406,52.05769230769231,60.14230769230769,255.99999999999997,255.99999999999997,0.0,310.0,8.909615384615384,20.28598901098901
Hayward,2016,1,69.31068493150686,51.59808219178082,59.35890410958904,570.4,570.4,0.0,670.0,9.031506849315068,20.954246575342463
Hayward,2017,1,70.41785714285714,51.76565934065934,59.93873626373627,641.9,641.9,0.0,697.0,9.216758241758242,21.437087912087915
Hayward,2018,1,70.08653846153847,51.129120879120876,59.29807692307692,385.5,385.5,0.0,491.0,9.168406593406594,21.03846153846154
Healdsburg,2014,3,73.08818681318682,51.615659340659334,61.315934065934066,731.6,731.6,0.0,719.0,8.619780219780218,19.95412087912088
Healdsburg,2015,3,73.00796703296703,50.94038461538462,60.95027472527473,340.4,340.4,0.0,379.0,8.592857142857143,19.514835164835162
Healdsburg,2016,3,71.3358904109589,50.81780821917808,60.1945205479452,810.0,810.0,0.0,855.0,9.05945205479452,20.586301369863012
Healdsburg,2017,3,72.8901098901099,51.049175824175826,60.97445054945056,913.6000000000001,913.6000000000001,0.0,892.0,9.440384615384614,21.37445054945055
Healdsburg,2018,3,72.80054945054944,50.5293956043956,60.53846153846154,509.69999999999993,509.69999999999993,0.0,635.0,9.025,20.199175824175825
Hemet,2014,1,78.44532967032967,54.07170329670329,65.60686813186814,334.0,333.20000000000005,0.56,419.0,7.415934065934065,18.584065934065936
